Linux 3.13.0-37-generic (perflab) 	10/06/2018 	_i686_	(8 CPU)

03:54:08 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:54:09 PM     all      0.13      0.00      0.13      0.00      0.00     99.75
03:54:09 PM       0      0.00      0.00      0.99      0.00      0.00     99.01
03:54:09 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:54:09 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
03:54:09 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:54:09 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
03:54:09 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:54:09 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
03:54:09 PM       7      0.00      0.00      0.00      0.00      0.00    100.00

03:54:09 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:54:10 PM     all     11.64      0.00      0.13      0.13      0.00     88.11
03:54:10 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:54:10 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:54:10 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
03:54:10 PM       3      0.99      0.00      0.00      0.99      0.00     98.02
03:54:10 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
03:54:10 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
03:54:10 PM       6      0.00      0.00      1.00      0.00      0.00     99.00
03:54:10 PM       7     91.92      0.00      0.00      0.00      0.00      8.08

03:54:10 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:54:11 PM     all     12.52      0.00      0.00      0.00      0.00     87.48
03:54:11 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
03:54:11 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
03:54:11 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
03:54:11 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
03:54:11 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
